id_empleado,edad,genero,departamento,antiguedad_empresa,nivel_educativo,rol_tecnico,sector,frecuencia_uso_ia,usa_chatgpt,usa_gemini,usa_copilot,usa_lms_ia,usa_otra_ia,herramienta_principal,prefiere_humano_vs_ia,nivel_integracion_ia,AT1_rendimiento,AT2_facilita_aprendizaje,AT3_facilidad_uso,AT4_integracion_positiva,AE1_resolver_problemas,AE2_confianza_digital,AE3_uso_eficaz,AE4_seguridad_aplicacion,M1_estimulante,M2_aumenta_interes,M3_aporta_valor,M4_mayor_esfuerzo,E1_adaptacion,E2_feedback_util,E3_aplicable_trabajo,E4_aprendizaje_ritmo,D1_mejora_competencias,D2_preparado_retos,D3_amplia_habilidades,D4_aprendizaje_autonomo,C1_confio_sin_verificar,C2_dificil_sin_ia,C3_pensamiento_critico,C4_reflexiono_calidad,C3_inv,C4_inv,dependency_risk,dependency_level,dependency_risk_high,motivation_score,delta_motivation_score,motivation_improved,self_efficacy_score,dropout_risk,AT_mean,D_mean,E_mean,composite_roi_score,open_experience_ai_learning,open_challenges_ai_usage,open_training_needs
WU8RFR0J,58,Prefiero no decirlo,Marketing,17,Máster,0,Tecnología,2,1,1,0,0,0,Otra,3,5,1,6,2,2,6,6,6,6,5,6,2,6,1,7,3,2,4,5,4,5,6,2,3,7,5,1,3.5,low,0,4.75,0.75,1,6.0,0,2.75,4.5,3.25,3.5,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza."
BYDY0V5J,28,Prefiero no decirlo,RRHH,14,FP Superior,1,Consultoría,4,0,1,0,1,0,ChatGPT,6,1,7,5,4,4,2,1,7,2,5,5,1,5,6,5,4,5,1,4,7,5,1,3,4,4,4,4,3.0,low,0,4.0,0.0,0,3.0,1,5.0,4.25,5.0,4.75,"Experiencia de aprendizaje: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.","Principal desafío: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.","Necesidad de formación: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor."
WU1OO5ZP,42,Hombre,Finanzas,3,Grado,1,Industria,4,0,1,1,1,1,Otra,6,5,2,1,7,3,4,7,2,1,7,4,6,4,1,2,3,5,7,1,2,7,5,1,7,2,1,6,3.25,low,0,5.25,1.25,1,3.5,1,3.25,4.25,2.75,3.4166666666666665,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
QAX3DFRE,30,Mujer,IT,1,Doctorado,0,Consultoría,2,0,0,1,1,1,ChatGPT,3,2,5,1,6,1,7,7,3,7,1,5,5,4,5,7,3,7,7,5,1,1,3,4,7,5,1,3,2.75,low,0,3.75,-0.25,0,6.0,0,3.25,3.5,5.5,4.083333333333333,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración."
K9K7SMP7,39,No binario,IT,1,Grado,0,Tecnología,2,0,1,1,0,0,Gemini,4,5,6,5,3,4,3,1,3,5,3,4,5,1,5,2,2,4,4,2,7,7,4,4,4,1,4,7,4.75,medium,0,3.25,-0.75,0,3.0,1,4.5,5.0,3.25,4.25,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración."
WT7MH65J,25,No binario,Marketing,3,Máster,0,Servicios,4,0,1,1,0,0,LMS IA,4,1,2,6,5,6,5,2,2,4,4,6,1,1,2,7,5,3,5,5,6,7,2,5,4,3,4,5,4.0,medium,0,3.0,-1.0,0,3.25,1,4.75,5.75,4.25,4.916666666666667,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. La colaboración con mentores y compañeros aceleraría la adopción.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. La colaboración con mentores y compañeros aceleraría la adopción.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. La colaboración con mentores y compañeros aceleraría la adopción."
9NMQSLRB,46,Mujer,Finanzas,18,Máster,0,Consultoría,2,0,0,1,0,1,ChatGPT,5,2,7,7,2,1,4,4,6,2,2,3,6,6,5,5,5,2,6,4,7,6,1,7,4,6,4,2,3.5,low,0,4.25,0.25,1,4.0,0,4.25,5.75,4.25,4.75,"Experiencia de aprendizaje: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.","Principal desafío: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.","Necesidad de formación: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción."
8D6ZPU3F,35,No binario,Operaciones,10,Máster,1,Tecnología,4,1,0,0,0,0,Otra,6,5,6,1,2,2,5,2,5,5,5,5,1,5,2,1,6,7,3,6,1,2,3,6,6,7,2,1,3.0,low,0,4.0,0.0,0,4.25,0,2.75,3.0,4.0,3.25,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
CHFORLOB,30,No binario,Finanzas,3,FP Superior,1,Consultoría,4,1,0,1,0,1,Gemini,5,4,7,7,6,6,4,4,4,1,6,7,2,4,4,5,6,7,5,2,1,2,7,7,4,6,4,2,5.0,medium,0,4.75,0.75,1,3.25,1,6.5,2.5,5.5,4.833333333333333,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales."
N25EJCIO,47,Mujer,Marketing,8,Grado,0,Industria,5,0,1,0,0,0,ChatGPT,6,2,5,1,5,1,2,6,3,7,6,4,3,6,1,5,2,3,2,4,5,4,2,1,5,5,3,3,2.25,low,0,4.75,0.75,1,4.5,0,3.0,3.75,2.75,3.1666666666666665,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
UNJI41QV,23,Prefiero no decirlo,Marketing,14,FP Superior,0,Consultoría,1,0,0,0,0,0,Copilot,7,2,7,1,4,6,3,4,5,3,4,3,7,6,7,2,6,7,7,6,5,4,2,3,3,7,5,1,2.75,low,0,5.0,1.0,1,3.75,0,4.5,5.5,5.5,5.166666666666667,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
UUI6VM86,41,Mujer,Finanzas,18,FP Superior,1,Consultoría,4,0,0,1,0,0,LMS IA,7,4,1,4,5,2,4,6,2,6,6,2,5,2,4,2,7,4,4,7,2,6,3,4,6,7,2,1,2.5,low,0,3.75,-0.25,0,4.5,0,3.0,4.75,4.25,4.0,"Experiencia de aprendizaje: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Principal desafío: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Necesidad de formación: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales."
ZXE9Z8LP,49,Prefiero no decirlo,Marketing,15,Máster,1,Tecnología,3,1,0,0,1,0,ChatGPT,2,3,3,4,4,3,6,7,5,5,3,4,2,7,5,5,4,5,4,7,4,4,1,7,4,1,4,7,4.75,medium,0,4.0,0.0,0,5.75,0,3.5,4.75,4.75,4.333333333333333,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración.
KBUMMIJ4,28,No binario,Finanzas,2,Máster,0,Tecnología,1,1,1,0,1,0,Gemini,7,1,2,3,5,2,7,3,7,5,6,6,3,1,4,5,1,6,6,2,2,2,7,1,2,7,6,1,3.75,medium,0,4.0,0.0,0,5.5,0,3.0,3.0,4.0,3.333333333333333,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.
RHO3LUEE,29,No binario,RRHH,10,FP Superior,0,Tecnología,1,1,0,0,0,0,Copilot,2,3,3,2,5,2,1,7,1,3,2,2,2,5,4,5,7,3,2,3,3,7,6,4,2,4,6,4,5.0,medium,0,2.75,-1.25,0,3.0,1,3.0,3.75,4.75,3.8333333333333335,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega."
845T4XZ0,56,No binario,Finanzas,2,Grado,0,Consultoría,1,1,1,0,0,0,Gemini,7,5,7,5,1,6,6,7,3,5,2,2,6,4,4,2,1,5,6,1,1,3,1,3,3,2,5,6,3.75,medium,0,3.5,-0.5,0,5.25,1,4.75,2.75,3.0,3.5,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Me siento motivado para experimentar y mejorar en cada iteración."
7ARYHQN3,35,Hombre,Finanzas,17,Doctorado,1,Industria,5,1,1,1,1,1,Gemini,1,4,5,5,2,7,6,3,2,1,5,1,5,6,5,5,1,5,2,1,7,5,5,7,7,2,1,6,4.75,medium,0,4.25,0.25,1,3.0,1,4.75,3.75,4.0,4.166666666666667,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso. Las sugerencias de automatización me permiten enfocarme en actividades de mayor valor.
E4ZL7EUR,38,Prefiero no decirlo,Marketing,8,FP Superior,1,Servicios,4,1,0,0,0,1,Copilot,7,3,2,5,5,5,7,4,4,1,1,5,7,4,7,5,2,1,3,4,6,3,4,4,1,2,7,6,5.25,medium,0,4.25,0.25,1,4.0,0,4.25,4.0,3.75,4.0,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración.
CZFC2H51,57,Hombre,Marketing,1,Grado,1,Servicios,5,1,0,1,0,1,Gemini,5,2,7,3,6,4,1,4,6,3,7,4,1,2,6,4,7,3,7,6,1,3,3,6,1,4,7,4,5.0,medium,0,3.5,-0.5,0,3.5,1,5.0,4.25,5.0,4.75,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza."
R5EAX4HP,25,Hombre,IT,9,Máster,0,Tecnología,4,1,1,1,0,1,Copilot,3,5,6,4,5,4,6,6,7,6,3,2,1,5,4,1,2,7,4,1,1,2,6,6,7,6,1,2,3.75,medium,0,2.75,-1.25,0,6.25,1,4.75,2.0,3.5,3.4166666666666665,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Me siento motivado para experimentar y mejorar en cada iteración. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.
PDW8NXV1,23,Mujer,IT,11,Máster,0,Tecnología,5,1,0,0,1,1,ChatGPT,5,5,4,6,3,3,4,2,2,4,5,1,3,6,2,3,3,6,4,6,2,3,7,5,6,1,2,7,5.25,medium,0,3.75,-0.25,0,3.0,1,4.0,3.75,3.5,3.75,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Sesiones de formación aplicada podrían reducir la incertidumbre en escenarios reales."
Z4143ZJS,27,Hombre,RRHH,16,Grado,1,Consultoría,5,0,0,1,1,0,Copilot,3,3,7,7,2,3,4,6,4,2,3,6,7,4,5,1,1,3,3,6,6,6,3,5,6,7,2,1,2.75,low,0,5.0,1.0,1,4.0,0,4.75,5.25,2.5,4.166666666666667,"Experiencia de aprendizaje: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Principal desafío: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Necesidad de formación: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Aprender estas herramientas aumentó mi confianza y mi compromiso."
O60RLJA4,25,Mujer,IT,7,Doctorado,1,Servicios,3,0,1,1,1,0,Copilot,4,3,3,7,3,4,4,2,6,4,1,3,4,1,4,4,4,7,1,4,6,1,3,4,6,4,2,4,3.25,low,0,2.25,-1.75,0,4.0,1,4.25,3.0,4.75,4.0,"Experiencia de aprendizaje: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración.","Principal desafío: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración.","Necesidad de formación: Uso la IA como apoyo, pero mantengo decisiones críticas e independientes. Me siento motivado para experimentar y mejorar en cada iteración."
5P3GZHA0,50,Mujer,Finanzas,10,Máster,0,Tecnología,5,0,1,1,1,1,LMS IA,5,4,2,6,2,5,1,7,6,5,6,7,6,7,7,3,6,5,7,4,6,4,1,1,1,2,7,6,3.75,medium,0,6.5,2.5,1,4.75,0,3.75,5.25,5.25,4.75,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. La colaboración con mentores y compañeros aceleraría la adopción."
2X97Z1HI,39,Hombre,Marketing,3,Máster,1,Industria,2,0,0,0,1,0,Copilot,4,1,3,3,3,4,6,3,2,2,6,7,3,2,6,7,4,6,6,4,2,1,4,6,2,5,6,3,4.75,medium,0,4.5,0.5,1,3.25,1,3.25,3.25,5.75,4.083333333333333,Experiencia de aprendizaje: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Principal desafío: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.,Necesidad de formación: Mi nivel de dependencia de IA cambia según la complejidad de la tarea y los plazos. Aprender estas herramientas aumentó mi confianza y mi compromiso.
8AALCGFM,47,Prefiero no decirlo,IT,18,Máster,1,Industria,3,1,1,1,0,1,Copilot,2,3,2,6,5,7,1,7,7,3,7,4,4,5,5,5,6,7,3,1,1,7,5,1,1,3,7,5,4.5,medium,0,5.0,1.0,1,4.5,0,5.0,3.0,5.75,4.583333333333333,"Experiencia de aprendizaje: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza.","Principal desafío: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza.","Necesidad de formación: La IA me resulta útil en algunos momentos, pero la combino con experiencia propia. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza."
IYVVNZW4,55,Prefiero no decirlo,IT,13,Grado,0,Tecnología,5,1,0,1,1,1,ChatGPT,2,3,7,5,5,5,4,1,5,3,1,2,2,2,3,4,1,4,6,7,2,5,2,1,5,7,3,1,1.75,low,0,1.75,-2.25,0,3.25,1,5.5,5.0,3.0,4.5,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso."
5KXU47DO,31,Prefiero no decirlo,RRHH,7,FP Superior,1,Tecnología,1,0,0,1,0,0,LMS IA,1,2,1,2,1,3,7,4,5,6,5,7,6,1,6,7,1,7,5,4,5,4,2,4,4,4,4,4,3.5,low,0,4.75,0.75,1,5.5,0,1.75,4.5,5.25,3.8333333333333335,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Me siento motivado para experimentar y mejorar en cada iteración."
UJDIS36H,57,Prefiero no decirlo,RRHH,4,Máster,0,Servicios,2,1,0,0,0,0,Otra,7,5,6,1,6,1,6,2,6,2,7,5,2,5,2,5,1,1,4,1,5,3,3,1,6,4,2,4,2.5,low,0,4.75,0.75,1,4.0,0,3.5,3.25,2.25,3.0,"Experiencia de aprendizaje: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza.","Principal desafío: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza.","Necesidad de formación: Aunque uso IA, valido los resultados y conservo autonomía en mi trabajo. Aprender estas herramientas aumentó mi confianza y mi compromiso. La IA está integrada en mi flujo diario y me ayuda a optimizar tiempos de entrega. Ejemplos prácticos adaptados a mi rol mejorarían mi confianza."
