empleado_id,fecha_respuesta,edad,genero,departamento,antiguedad_empresa,nivel_estudios,frecuencia_uso_ia,herramientas_ia_utilizadas,nivel_integracion_ia,tipo_formacion_recibida,indice_motivacion,indice_desarrollo_talento,indice_autoeficacia,indice_experiencia_aprendizaje,indice_aceptacion_ia,p1_utilizo_ia_para_aprendizaje,p2_ia_facilita_mi_aprendizaje,p3_motivado_participar_formacion,p4_interes_desarrollar_competencias,p5_formacion_contribuye_crecimiento,p6_mejoro_habilidades_laborales,p7_confianza_afrontar_retos,p8_preparado_aplicar_conocimientos,p9_confio_uso_ia_aprendizaje,p10_ia_util_desarrollo_profesional,comentarios_experiencia_ia,sugerencias_mejora
EMP_0267,2026-01-25 20:49:23,38,Hombre,Ventas,3-5 años,Máster,2,ChatGPT/Claude,2,"Udemy, Formación interna",3.91,3.57,3.73,3.36,3.43,3,3,5,4,3,4,4,4,3,4,Me resulta difícil confiar en algo que no entiendo cómo funciona.,Simuladores de entrevistas técnicas potenciados por IA.
EMP_0268,2026-02-14 20:49:23,38,Hombre,Finanzas,3-5 años,Grado/Licenciatura,3,Ninguna,2,"Udemy, Formación interna",4.44,4.33,3.64,4.45,4.1,4,4,6,3,5,5,4,3,4,4,Me gustaría saber cuándo es apropiado usar IA versus preguntar a colegas.,Herramientas de síntesis automática de contenido extenso.
EMP_0269,2026-01-20 20:49:23,30,Mujer,Tecnología,3-5 años,FP Superior,4,"ChatGPT/Claude, Plataformas LMS con IA",3,"Soft skills, Formación técnica",4.65,4.58,4.93,5.26,5.54,6,5,5,4,5,4,5,5,5,6,La IA me ha abierto puertas a temas que antes consideraba demasiado difíciles.,Asistente de escritura para informes y presentaciones.
EMP_0270,2026-01-28 20:49:23,30,Hombre,RRHH,3-5 años,FP Superior,2,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",1,"Udemy, Formación interna, Formación técnica",2.75,3.62,3.08,3.35,3.28,3,3,3,3,4,3,3,4,3,3,Prefiero tener un mentor humano que pueda adaptarse a mis necesidades.,Generador de resúmenes ejecutivos con IA.
EMP_0271,2026-02-06 20:49:23,42,Mujer,Tecnología,1-3 años,Máster,2,"ChatGPT/Claude, Plataformas LMS con IA, Asistentes de código",1,Formación técnica,3.31,3.62,3.45,3.48,3.28,3,3,3,3,4,3,5,2,3,3,La tecnología a veces falla y prefiero no depender de ella.,Sistema de alertas sobre nuevas funcionalidades de IA relevantes.
EMP_0272,2026-02-08 20:49:23,42,Mujer,Marketing,Menos de 1 año,Otro,1,Asistentes de código,1,"Udemy, Formación interna",2.75,2.56,2.66,2.51,2.21,2,2,3,2,2,3,3,2,2,2,No he recibido formación sobre cómo usar estas herramientas correctamente.,"Integración con Notion, Obsidian y otras herramientas de notas."
EMP_0273,2026-01-21 20:49:23,42,Mujer,RRHH,5-10 años,Grado/Licenciatura,2,"Copilot/GitHub Copilot, Plataformas LMS con IA",2,"Udemy, Formación interna",3.83,3.87,3.89,3.32,3.43,3,3,4,3,3,4,5,3,4,3,Me siento más productivo con métodos de aprendizaje que ya domino.,Espacios de coworking virtual con soporte de IA.
EMP_0274,2026-01-28 20:49:23,45,Hombre,Ventas,3-5 años,Máster,4,"Copilot/GitHub Copilot, Otras herramientas",3,Formación interna,5.2,4.47,4.49,5.12,5.45,5,5,5,5,5,4,4,4,6,5,Combino la IA con cursos tradicionales y obtengo mejores resultados.,Seguimiento de objetivos de aprendizaje con IA.
EMP_0275,2026-02-01 20:49:23,32,Hombre,Producto,5-10 años,Máster,3,Ninguna,3,Soft skills,4.36,4.2,3.99,4.28,4.29,4,4,4,4,4,5,4,3,4,4,La uso como diccionario técnico avanzado más que como tutor.,Notificaciones inteligentes de contenido relevante.
EMP_0276,2026-02-07 20:49:23,32,Hombre,Ventas,5-10 años,Máster,2,"ChatGPT/Claude, Plataformas LMS con IA",2,Udemy,3.75,3.25,3.01,3.39,3.47,3,3,5,2,4,3,3,3,4,4,Creo que el aprendizaje es inherentemente social y humano.,Sistema de buddy virtual usando IA.
EMP_0277,2026-01-24 20:49:23,40,Hombre,Finanzas,5-10 años,Máster,2,"ChatGPT/Claude, Copilot/GitHub Copilot",1,Udemy,3.83,3.28,3.27,3.11,3.34,3,3,3,4,4,3,3,4,4,3,No me convence la idea de aprender de algoritmos en lugar de personas.,Análisis de estilo de aprendizaje personalizado con IA.
EMP_0278,2026-02-19 20:49:23,38,Prefiero no decir,RRHH,3-5 años,Grado/Licenciatura,2,Copilot/GitHub Copilot,1,Udemy,3.8,3.74,3.64,3.56,3.52,3,3,4,3,4,4,5,3,3,4,Prefiero desarrollar mis propias soluciones sin ayuda artificial.,Recomendaciones de networking basadas en IA.
EMP_0279,2026-02-02 20:49:23,38,Hombre,Ventas,1-3 años,Grado/Licenciatura,5,ChatGPT/Claude,5,Formación técnica,5.35,5.87,5.45,6.25,6.36,7,7,5,5,6,6,5,6,6,7,Me ayuda a estructurar mi aprendizaje de forma más organizada y sistemática.,Generador de planes de desarrollo individual con IA.
EMP_0280,2026-01-25 20:49:23,40,Hombre,Tecnología,5-10 años,Grado/Licenciatura,2,"ChatGPT/Claude, Copilot/GitHub Copilot",2,Formación técnica,3.6,3.34,3.73,3.79,3.4,3,3,4,4,3,4,5,3,3,3,Me preocupa que usar IA me haga menos competente a largo plazo.,Acceso a GPT-4 y modelos avanzados para casos complejos.
EMP_0281,2026-01-22 20:49:23,45,Mujer,Tecnología,3-5 años,Grado/Licenciatura,5,ChatGPT/Claude,5,"Udemy, Formación interna",5.57,4.87,4.78,6.1,6.26,7,7,5,6,5,5,5,5,6,7,La IA funciona como un sparring partner para practicar conceptos nuevos.,Integración con GitHub para programadores.
EMP_0282,2026-01-31 20:49:23,30,Mujer,Marketing,1-3 años,Máster,3,Copilot/GitHub Copilot,2,Soft skills,4.41,3.89,4.42,4.26,4.31,4,4,4,5,4,4,3,5,4,4,"Funciona bien para conceptos objetivos, menos para habilidades blandas.",Asistente para preparación de certificaciones profesionales.
EMP_0283,2026-02-13 20:49:23,30,Mujer,RRHH,5-10 años,Grado/Licenciatura,2,Ninguna,2,Udemy,3.32,3.75,3.16,3.66,3.28,3,3,3,4,3,4,3,3,3,3,No encuentro valor añadido frente a recursos tradicionales disponibles.,Sistema de evaluación continua potenciado por IA.
EMP_0284,2026-02-17 20:49:23,25,Hombre,Tecnología,5-10 años,Grado/Licenciatura,4,"ChatGPT/Claude, Copilot/GitHub Copilot, Asistentes de código",3,"Udemy, Formación técnica",4.97,4.72,4.36,5.38,5.5,5,6,6,4,5,5,5,4,6,6,Me permite validar mis ideas antes de presentarlas en reuniones.,Chatbot interno 24/7 para resolver dudas formativas.
EMP_0285,2026-01-27 20:49:23,35,Hombre,Tecnología,3-5 años,Máster,3,"ChatGPT/Claude, Plataformas LMS con IA",1,"Udemy, Formación interna, Formación técnica",4.29,3.6,4.01,3.89,4.29,4,4,3,5,3,4,5,3,4,4,Me ayuda a preparar preguntas más inteligentes para mis formadores.,Curación automática de contenido externo relevante.
EMP_0286,2026-01-29 20:49:23,22,Hombre,Tecnología,Menos de 1 año,Máster,4,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",5,Udemy,4.38,4.66,4.94,4.95,5.12,5,6,4,5,5,5,5,5,5,5,Uso la IA para generar ejercicios prácticos adaptados a mi nivel.,Análisis predictivo de necesidades de formación futuras.
EMP_0287,2026-02-01 20:49:23,32,Hombre,Producto,1-3 años,FP Superior,5,"ChatGPT/Claude, Plataformas LMS con IA",5,Ninguna reciente,6.17,5.11,5.4,6.05,6.37,7,7,7,5,6,5,5,5,6,6,Me ha ayudado a superar el síndrome del impostor al validar mis conocimientos.,Módulos de soft skills con práctica de IA.
EMP_0288,2026-01-31 20:49:23,35,Hombre,Marketing,5-10 años,Máster,1,ChatGPT/Claude,1,"Formación interna, Soft skills",3.18,3.45,2.65,2.53,2.52,2,2,4,3,3,4,3,3,3,3,Prefiero métodos donde puedo hacer preguntas y recibir contexto completo.,Generador de escenarios para toma de decisiones.
EMP_0289,2026-02-15 20:49:23,30,Hombre,RRHH,Más de 10 años,Grado/Licenciatura,1,Copilot/GitHub Copilot,1,"Udemy, Formación técnica",2.63,3.15,2.47,2.67,2.21,2,2,1,3,3,4,3,3,2,3,"No he usado mucho la IA en mi formación, prefiero otros métodos.",Sistema de aprendizaje adaptativo basado en rendimiento.
EMP_0290,2026-02-09 20:49:23,35,Hombre,Tecnología,1-3 años,FP Superior,4,"ChatGPT/Claude, Plataformas LMS con IA",3,"Formación interna, Soft skills",4.3,4.88,4.88,5.68,5.3,5,5,4,5,6,5,4,5,5,6,La IA traduce jerga técnica a lenguaje que puedo entender fácilmente.,Transcripción y resumen automático de sesiones formativas.
EMP_0291,2026-01-29 20:49:23,22,Hombre,Ventas,Menos de 1 año,Máster,2,Asistentes de código,1,"Udemy, Formación interna, Formación técnica",3.3,3.68,3.25,3.66,3.21,3,3,2,5,3,4,3,3,3,3,Todavía no me siento cómodo usando estas herramientas digitales.,Traducción simultánea en formaciones multiidioma.
EMP_0292,2026-01-24 20:49:23,22,Hombre,Tecnología,5-10 años,Grado/Licenciatura,2,ChatGPT/Claude,1,Udemy,3.1,3.78,4.33,3.32,3.41,3,3,3,3,4,3,4,5,3,3,No veo claro cómo la IA puede ayudarme en mi desarrollo profesional.,Asistente para gestión del tiempo de aprendizaje.
EMP_0293,2026-01-20 20:49:23,42,Mujer,Tecnología,1-3 años,Máster,1,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",2,"Udemy, Formación técnica",2.32,2.87,2.51,2.48,1.96,2,2,1,3,3,3,2,3,2,2,Prefiero la interacción humana directa en el aprendizaje.,Comparativas salariales y de skills usando IA.
EMP_0294,2026-01-27 20:49:23,30,Mujer,RRHH,3-5 años,FP Superior,1,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA, Asistentes de código",1,Ninguna reciente,2.8,3.45,3.36,2.29,2.31,2,2,3,3,3,4,4,3,2,3,Me falta confianza en la fiabilidad de las respuestas de la IA.,Planificador de carrera profesional con IA.
EMP_0295,2026-01-27 20:49:23,25,Mujer,Tecnología,Más de 10 años,Grado/Licenciatura,4,"ChatGPT/Claude, Asistentes de código",3,Ninguna reciente,4.7,4.88,4.64,5.22,5.43,5,6,4,5,5,5,5,5,5,6,Me permite experimentar con nuevas tecnologías sin temor al fracaso.,Sistema de mentoría virtual con IA.
EMP_0296,2026-01-24 20:49:23,32,Hombre,Tecnología,Menos de 1 año,Grado/Licenciatura,1,"ChatGPT/Claude, Copilot/GitHub Copilot",1,"Udemy, Formación interna",2.2,2.49,2.98,2.49,2.35,2,2,3,2,3,3,2,3,2,2,No he encontrado el momento adecuado para empezar a usarla.,Generador de portfolios de proyectos automatizado.
EMP_0297,2026-01-27 20:49:23,40,Hombre,Tecnología,3-5 años,Grado/Licenciatura,3,ChatGPT/Claude,3,Formación interna,2.99,3.92,3.83,4.42,4.22,4,4,3,3,4,3,5,4,4,4,Encuentro útiles las explicaciones paso a paso que proporciona.,Análisis de gaps de competencias con recomendaciones.
EMP_0298,2026-01-27 20:49:23,28,Hombre,Tecnología,Menos de 1 año,Grado/Licenciatura,3,ChatGPT/Claude,3,"Udemy, Formación interna, Soft skills",4.03,4.06,4.64,4.51,4.44,4,4,4,4,4,4,5,4,4,4,A veces me cuesta distinguir entre respuestas correctas y plausibles.,Integración con sistemas de evaluación de desempeño.
EMP_0299,2026-02-09 20:49:23,35,Mujer,Tecnología,1-3 años,Máster,3,"ChatGPT/Claude, Plataformas LMS con IA, Otras herramientas",2,Udemy,3.32,4.16,4.5,4.33,4.37,4,4,4,3,4,5,5,4,5,4,Me gustaría un sistema que trackee mi progreso al usar IA.,
EMP_0300,2026-02-19 20:49:23,25,Mujer,Marketing,5-10 años,Máster,1,ChatGPT/Claude,1,"Udemy, Formación interna, Soft skills",2.91,2.96,2.45,2.07,2.54,2,2,4,2,3,3,3,2,3,3,Me preocupa depender demasiado de la tecnología para aprender.,
EMP_0301,2026-02-15 20:49:23,25,Hombre,Operaciones,1-3 años,Grado/Licenciatura,4,"ChatGPT/Claude, Copilot/GitHub Copilot",4,"Udemy, Formación interna",5.28,4.66,5,5.22,5.38,5,6,6,5,5,5,5,5,5,5,La retroalimentación instantánea acelera significativamente mi curva de aprendizaje.,Más formación específica sobre herramientas de IA aplicadas a mi rol.
EMP_0302,2026-01-22 20:49:23,32,Mujer,Ventas,Más de 10 años,FP Superior,1,Plataformas LMS con IA,1,Udemy,2.54,2.6,2.57,2.6,2.03,2,2,3,2,2,2,2,3,2,2,Prefiero métodos de aprendizaje más tradicionales y probados.,Integrar la IA de forma más natural en las plataformas de formación existentes.
EMP_0303,2026-02-05 20:49:23,35,Hombre,RRHH,3-5 años,Doctorado,4,"ChatGPT/Claude, Copilot/GitHub Copilot, Asistentes de código",4,"Udemy, Soft skills",4.69,4.26,5.34,5.06,5.68,5,6,4,4,5,4,4,6,6,6,Puedo revisar y reforzar conceptos cuantas veces necesite sin presión.,Tutoriales sobre cómo usar IA para aprendizaje efectivo.
EMP_0304,2026-01-21 20:49:23,35,Hombre,Tecnología,1-3 años,Máster,4,ChatGPT/Claude,5,Formación interna,5.5,4.6,4.6,5.44,5.49,6,6,6,5,5,5,4,5,5,6,La IA me ayuda a conectar teoría con aplicaciones prácticas del mundo real.,Mayor personalización en las recomendaciones de formación.
EMP_0305,2026-02-15 20:49:23,40,Mujer,Producto,1-3 años,FP Superior,3,Plataformas LMS con IA,4,"Udemy, Formación interna, Soft skills",3.49,4.05,4.68,4.28,4.6,4,4,3,5,4,4,5,5,5,5,Es útil para refrescar conceptos olvidados de forma rápida.,Casos de uso específicos de IA en nuestro sector.
EMP_0306,2026-02-04 20:49:23,50,Mujer,Marketing,1-3 años,Grado/Licenciatura,3,"ChatGPT/Claude, Otras herramientas",2,"Udemy, Formación interna",3.15,4.39,3.4,4.12,4.38,4,4,3,3,5,4,4,4,4,5,Preferiría que hubiera más control de calidad en las respuestas.,Espacios para compartir mejores prácticas de uso de IA.
EMP_0307,2026-01-23 20:49:23,32,Mujer,Tecnología,1-3 años,Máster,3,Copilot/GitHub Copilot,3,"Udemy, Formación interna, Soft skills",3.7,4.42,4.73,4.02,4.43,4,4,4,5,5,5,5,4,4,5,Me sirve como puente entre diferentes niveles de complejidad.,Crear una biblioteca de prompts útiles para diferentes situaciones.
EMP_0308,2026-02-09 20:49:23,30,Mujer,Ventas,Menos de 1 año,Máster,3,"ChatGPT/Claude, Copilot/GitHub Copilot",3,Udemy,4.62,4.36,4.27,4.3,4.31,4,4,6,5,4,5,4,5,5,4,"La uso ocasionalmente, principalmente para consultas puntuales.",Sesiones de Q&A sobre herramientas de IA disponibles.
EMP_0309,2026-02-16 20:49:23,40,Hombre,Tecnología,1-3 años,FP Superior,4,ChatGPT/Claude,4,"Udemy, Soft skills",5.02,4.81,4.44,5.18,5.45,5,6,4,5,5,5,4,4,6,6,He desarrollado autonomía en mi aprendizaje gracias a estas herramientas.,Guías de ética y uso responsable de IA en formación.
EMP_0310,2026-01-25 20:49:23,30,Mujer,Marketing,3-5 años,Doctorado,4,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA, Asistentes de código",3,Udemy,4.82,4.61,4.5,4.99,5.31,5,6,4,6,5,5,4,4,5,6,La IA me ha ayudado mucho a personalizar mi aprendizaje y encontrar recursos relevantes.,Integración con sistemas de gestión del aprendizaje actuales.
EMP_0311,2026-01-29 20:49:23,32,Hombre,RRHH,5-10 años,Grado/Licenciatura,2,ChatGPT/Claude,1,"Udemy, Soft skills",3.56,3.37,4.01,2.95,3.06,3,3,2,5,4,3,4,4,3,3,No me siento técnicamente preparado para usar estas herramientas.,Certificaciones o badges por completar formación con IA.
EMP_0312,2026-02-06 20:49:23,25,Mujer,Operaciones,3-5 años,FP Superior,3,ChatGPT/Claude,2,"Udemy, Formación interna, Soft skills",3.89,4.1,3.84,4.25,4.24,4,4,5,4,3,4,4,3,4,4,Es útil pero todavía estoy explorando cómo sacarle más partido.,Mentores que puedan guiar en el uso efectivo de estas herramientas.
EMP_0313,2026-02-11 20:49:23,22,Hombre,RRHH,5-10 años,Grado/Licenciatura,5,"ChatGPT/Claude, Copilot/GitHub Copilot, Otras herramientas",5,Udemy,5.81,5.37,5.5,6.02,6.23,7,7,6,6,6,5,5,5,6,7,ChatGPT es excelente para resolver dudas rápidas durante la formación.,Workshops prácticos de casos reales usando IA.
EMP_0314,2026-02-03 20:49:23,50,Mujer,Finanzas,Menos de 1 año,FP Superior,5,"ChatGPT/Claude, Plataformas LMS con IA, Asistentes de código",5,"Udemy, Formación interna, Formación técnica",5.37,5.56,5.65,5.9,6.65,7,7,6,5,5,6,5,6,6,7,Me permite aprender a mi ritmo y profundizar en los temas que más me interesan.,Canal de Slack/Teams dedicado a compartir tips de IA.
EMP_0315,2026-01-27 20:49:23,42,Hombre,Producto,1-3 años,Otro,3,"ChatGPT/Claude, Copilot/GitHub Copilot",1,"Formación interna, Formación técnica",3.89,4.76,4.38,4.1,4.29,4,4,3,4,5,4,4,5,4,4,"A veces ayuda, otras veces prefiero métodos tradicionales.",Gamificación del aprendizaje combinado con IA.
EMP_0316,2026-02-19 20:49:23,38,Mujer,Tecnología,3-5 años,Grado/Licenciatura,3,"ChatGPT/Claude, Copilot/GitHub Copilot, Otras herramientas",2,"Udemy, Formación técnica",4.16,4.03,4.21,4,4.41,4,4,3,5,4,4,4,4,5,4,Me gustaría más formación sobre cómo usar IA efectivamente.,"Evaluaciones que midan el progreso real, no solo el uso de IA."
EMP_0317,2026-02-05 20:49:23,30,Hombre,Tecnología,3-5 años,Máster,2,"ChatGPT/Claude, Copilot/GitHub Copilot",2,Formación interna,2.51,3.43,3.39,3.61,3.39,3,3,2,3,3,4,3,3,4,4,Creo que el aprendizaje requiere el toque humano que la IA no da.,Acceso a herramientas de IA premium pagadas por la empresa.
EMP_0318,2026-01-20 20:49:23,28,Mujer,Marketing,Menos de 1 año,Grado/Licenciatura,5,"Plataformas LMS con IA, Otras herramientas",4,"Udemy, Soft skills",4.97,6.31,5.05,5.92,6.22,7,7,5,5,6,6,5,5,7,6,Las recomendaciones personalizadas de la IA mejoran mi experiencia formativa.,Formación en prompt engineering para sacar más partido a la IA.
EMP_0319,2026-01-24 20:49:23,28,Hombre,Marketing,5-10 años,Máster,1,"ChatGPT/Claude, Copilot/GitHub Copilot",1,"Udemy, Soft skills, Formación técnica",2.94,2.73,3.02,2.62,2.3,2,2,2,4,3,2,3,3,2,2,Me genera desconfianza no saber de dónde viene la información.,Comunidad interna para resolver dudas sobre IA en formación.
EMP_0320,2026-01-23 20:49:23,28,Hombre,Marketing,5-10 años,Máster,3,Ninguna,3,"Udemy, Formación interna",4.04,3.7,4.44,4.24,4.29,4,4,3,5,4,5,4,5,4,4,Complementa bien la formación tradicional que ya tengo.,Indicadores claros de cuándo usar IA vs otros métodos.
EMP_0321,2026-02-15 20:49:23,35,Hombre,Operaciones,3-5 años,Máster,2,ChatGPT/Claude,2,"Udemy, Formación técnica",3.44,3.35,3.46,3.43,3.35,3,3,3,3,3,3,3,4,3,3,Prefiero aprender de personas con experiencia real en el campo.,Plantillas y frameworks para diferentes tipos de aprendizaje con IA.
EMP_0322,2026-01-30 20:49:23,38,Hombre,Finanzas,Menos de 1 año,FP Superior,2,"ChatGPT/Claude, Plataformas LMS con IA",1,Formación interna,3.51,3.13,3.52,3.29,3.25,3,3,3,4,3,3,3,5,3,3,No tengo claro si la información que da es precisa o actualizada.,Sesiones de onboarding específicas para nuevas herramientas de IA.
EMP_0323,2026-02-05 20:49:23,38,Mujer,Ventas,5-10 años,Máster,3,ChatGPT/Claude,2,Formación interna,4.01,3.81,3.82,4.41,4.25,4,4,4,4,3,4,4,3,4,5,Veo potencial pero necesito más práctica para dominarla.,Feedback personalizado sobre cómo estoy usando la IA.
EMP_0324,2026-01-30 20:49:23,30,Hombre,Marketing,3-5 años,Máster,5,"ChatGPT/Claude, Otras herramientas",4,"Udemy, Formación interna, Formación técnica",5.42,5.39,5.69,6.13,6.66,7,7,5,6,6,6,6,5,7,7,Muy útil para practicar y obtener feedback inmediato sobre ejercicios.,Integración con LinkedIn Learning y otras plataformas externas.
EMP_0325,2026-02-01 20:49:23,48,Prefiero no decir,Operaciones,5-10 años,FP Superior,1,"ChatGPT/Claude, Copilot/GitHub Copilot",1,"Udemy, Formación interna",2.7,2.42,2.67,2.51,2.28,2,2,3,3,3,3,4,2,2,2,Me siento más cómodo con formación presencial o webinars en vivo.,Rutas de aprendizaje predefinidas que incluyan IA como apoyo.
EMP_0326,2026-02-16 20:49:23,40,Hombre,Producto,5-10 años,Otro,3,Ninguna,3,"Udemy, Soft skills",4.18,3.63,3.98,4.01,4.3,4,4,4,5,4,3,4,3,4,5,"Depende del tema, para algunos casos la IA es útil, para otros no tanto.",Análisis de datos sobre mi progreso de aprendizaje.
EMP_0327,2026-02-18 20:49:23,35,Hombre,Operaciones,5-10 años,Grado/Licenciatura,1,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA, Asistentes de código, Otras herramientas",1,"Formación interna, Soft skills",3.73,2.41,3.12,2.79,2.46,2,2,3,4,2,3,4,3,3,3,No veo que mi departamento necesite realmente el uso de IA.,Más ejemplos de cómo otros departamentos usan IA exitosamente.
EMP_0328,2026-02-13 20:49:23,35,Mujer,Tecnología,3-5 años,Otro,2,Ninguna,1,"Formación interna, Soft skills",3.4,3.5,3.3,3.09,3.08,3,3,3,4,4,3,3,4,3,3,Prefiero invertir mi tiempo en cursos certificados y reconocidos.,Tiempo dedicado oficialmente para experimentar con IA.
EMP_0329,2026-01-27 20:49:23,30,Mujer,Ventas,Menos de 1 año,Grado/Licenciatura,3,Ninguna,2,"Udemy, Formación interna, Soft skills, Formación técnica",4.42,3.88,4.3,4.53,4.49,4,5,4,4,4,4,5,4,4,5,Me cuesta confiar plenamente en las respuestas que proporciona.,Competencias y retos internos usando herramientas de IA.
EMP_0330,2026-02-13 20:49:23,28,Hombre,Tecnología,3-5 años,FP Superior,3,"ChatGPT/Claude, Plataformas LMS con IA",3,"Udemy, Formación interna, Soft skills",4.36,4.05,4.12,4.48,4.25,4,4,4,5,4,4,4,5,4,4,Está bien para ideas generales pero necesito validación humana después.,Newsletter mensual con novedades y mejores usos de IA.
EMP_0331,2026-02-06 20:49:23,30,Mujer,Tecnología,3-5 años,Grado/Licenciatura,2,"ChatGPT/Claude, Plataformas LMS con IA",1,Udemy,2.78,3.25,3.17,3.58,3.16,3,3,2,3,4,4,3,4,3,3,Me parece que la IA puede dar respuestas incorrectas sin advertirlo.,Formación sobre cómo verificar la calidad de las respuestas de IA.
EMP_0332,2026-01-28 20:49:23,40,Mujer,Tecnología,5-10 años,Grado/Licenciatura,2,"ChatGPT/Claude, Asistentes de código",1,"Udemy, Formación técnica",4.15,3.86,3.51,3.04,3.29,3,3,4,5,3,5,3,4,3,3,No quiero que la IA reemplace el contacto con mis compañeros.,Integración con nuestras herramientas de productividad diarias.
EMP_0333,2026-02-02 20:49:23,22,Hombre,Ventas,1-3 años,Máster,1,ChatGPT/Claude,1,Formación técnica,2.59,2.77,2.82,2.62,2.31,2,2,2,3,3,2,3,3,3,2,Creo importante mantener las habilidades de investigación tradicionales.,Políticas claras sobre qué se puede y no se puede hacer con IA.
EMP_0334,2026-01-26 20:49:23,25,Prefiero no decir,Ventas,1-3 años,Máster,2,"ChatGPT/Claude, Copilot/GitHub Copilot",1,"Udemy, Soft skills",3.16,3.26,3.9,3.66,3.38,3,3,3,3,3,3,4,4,3,3,Me preocupa la privacidad al compartir información con estas herramientas.,Soporte técnico dedicado para problemas con herramientas de IA.
EMP_0335,2026-02-14 20:49:23,22,Prefiero no decir,Tecnología,5-10 años,Grado/Licenciatura,5,"ChatGPT/Claude, Copilot/GitHub Copilot, Plataformas LMS con IA",5,Formación técnica,5.42,5.31,6.17,6.33,6.54,7,7,6,5,5,5,6,7,6,7,Claude me ha ayudado a entender conceptos complejos de forma más clara.,Dashboards personales para ver mi evolución con IA.
EMP_0336,2026-01-31 20:49:23,22,Mujer,Marketing,5-10 años,Grado/Licenciatura,5,ChatGPT/Claude,5,"Udemy, Formación interna",5.79,5.87,5.29,6.14,6.36,7,7,6,6,6,6,5,6,7,7,Uso Copilot diariamente y ha mejorado significativamente mi productividad en formación.,Recompensas por compartir casos de éxito usando IA en formación.
EMP_0337,2026-02-07 20:49:23,42,Hombre,RRHH,Más de 10 años,Máster,2,"ChatGPT/Claude, Copilot/GitHub Copilot, Asistentes de código",1,Ninguna reciente,3.92,4.03,3.04,3.05,3.39,3,3,3,4,4,4,3,3,3,3,Prefiero leer libros y documentación oficial de fuentes establecidas.,"Formación en diferentes herramientas (ChatGPT, Claude, Copilot, etc)."
EMP_0338,2026-02-13 20:49:23,38,Mujer,Marketing,5-10 años,FP Superior,3,Copilot/GitHub Copilot,3,"Udemy, Formación interna, Formación técnica",3.41,4.28,4.03,4.14,4.36,4,4,4,4,5,4,3,4,5,4,La uso más como punto de partida que como fuente definitiva.,Webinars con expertos externos sobre IA en formación corporativa.
EMP_0339,2026-02-08 20:49:23,32,Hombre,Tecnología,3-5 años,Grado/Licenciatura,5,"ChatGPT/Claude, Copilot/GitHub Copilot",4,"Udemy, Formación técnica",5.99,5.49,5.61,5.94,6.28,7,7,6,6,6,5,5,6,6,7,"La IA me permite experimentar sin miedo a equivocarme, aprendo más rápido.",Repositorio de recursos y documentación constantemente actualizado.
EMP_0340,2026-02-13 20:49:23,25,Hombre,Marketing,3-5 años,Grado/Licenciatura,1,Ninguna,1,"Formación interna, Soft skills, Formación técnica",2.4,2.01,2.9,2.36,2.46,2,2,3,2,2,2,3,3,2,2,No me gusta la idea de que una máquina dirija mi aprendizaje.,Programa de embajadores de IA que puedan ayudar a otros.
EMP_0341,2026-01-20 20:49:23,32,Hombre,Finanzas,5-10 años,Máster,4,ChatGPT/Claude,4,"Udemy, Soft skills",4.29,4.54,4.76,5.25,5.66,5,5,4,5,4,5,4,5,6,6,Puedo hacer preguntas que me daría vergüenza hacer en público y recibo respuestas útiles.,Sesiones de feedback donde podamos proponer mejoras.
EMP_0342,2026-02-13 20:49:23,32,Hombre,Tecnología,3-5 años,Grado/Licenciatura,5,"ChatGPT/Claude, Copilot/GitHub Copilot",4,"Udemy, Formación interna",5.52,5.94,5.31,6.22,6.29,7,7,5,6,7,6,6,6,6,6,He descubierto recursos de aprendizaje que nunca hubiera encontrado sin la IA.,Integración de IA en simulaciones y role-playing.
EMP_0343,2026-01-29 20:49:23,28,Mujer,Tecnología,3-5 años,FP Superior,1,"ChatGPT/Claude, Copilot/GitHub Copilot, Asistentes de código",1,"Udemy, Formación interna, Formación técnica",2.7,3.06,2.98,2.49,2.29,2,2,1,4,4,3,4,3,2,2,Aún no he visto casos de uso claros en mi área específica.,Acceso a versiones beta de nuevas herramientas.
EMP_0344,2026-02-01 20:49:23,32,Mujer,Marketing,1-3 años,FP Superior,2,"ChatGPT/Claude, Copilot/GitHub Copilot",2,"Udemy, Formación interna, Formación técnica",3.55,3.65,3.22,3.46,3.45,3,3,3,3,4,3,3,3,3,4,Me parece una moda pasajera más que una herramienta útil a largo plazo.,Métricas claras de ROI del tiempo invertido en formación con IA.
EMP_0345,2026-01-20 20:49:23,30,Mujer,Producto,3-5 años,Máster,5,"ChatGPT/Claude, Asistentes de código",5,Soft skills,5.27,5.27,5.43,5.96,6.59,7,7,5,5,6,5,5,6,7,7,La IA adapta el contenido a mi nivel y eso hace la formación más efectiva.,Formación adaptada a diferentes niveles de experiencia tecnológica.
